title,cast
"Disenchanted","Idina Menzel"
"Disenchanted","Jayma Mays"
"Blue's Big City Adventure","BD Wong"
"Scrooge: A Christmas Carol","Luke Evans"
"Scrooge: A Christmas Carol","Olivia Colman"
"Scrooge: A Christmas Carol","Johnny Flynn"
"Scrooge: A Christmas Carol","James Cosmo"
"Scrooge: A Christmas Carol","Jonathan Pryce"
"Devotion","Jonathan Majors"
"Devotion","Glen Powell"
"Devotion","Daren Kagasoff"
"Strange World","Jake Gyllenhaal"
"Strange World","Dennis Quaid"
"Strange World","Lucy Liu"
"Strange World","Alan Tudyk"
"Strange World","Karan Soni"
"That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond","Makoto Furukawa"
"That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond","Mao Ichimichi"
"That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond","Hochu Otsuka"
"That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond","Chikahiro Kobayashi"
"Roald Dahl's Matilda the Musical","Emma Thompson"
"Roald Dahl's Matilda the Musical","Lashana Lynch"
"Roald Dahl's Matilda the Musical","Stephen Graham"
"Roald Dahl's Matilda the Musical","Andrea Riseborough"
"Battle for Saipan","Casper Van Dien"
"Battle for Saipan","Jeff Fahey"
"Battle for Saipan","Louis Mandylor"
"Battle for Saipan","Devanny Pinn"
"Battle for Saipan","Eoin O'Brien"
"Battle for Saipan","Randall J. Bacon"
"The Guardians of the Galaxy Holiday Special","Chris Pratt"
"The Guardians of the Galaxy Holiday Special","Dave Bautista"
"The Guardians of the Galaxy Holiday Special","Karen Gillan"
"The Guardians of the Galaxy Holiday Special","Pom Klementieff"
"The Guardians of the Galaxy Holiday Special","Vin Diesel"
"The Guardians of the Galaxy Holiday Special","Bradley Cooper"
"The Guardians of the Galaxy Holiday Special","Sean Gunn"
"Violent Night","David Harbour"
"Violent Night","John Leguizamo"
"Violent Night","Beverly D'Angelo"
"Violent Night","Cam Gigandet"
"Violent Night","André Eriksen"
"Violent Night","Brendan Fletcher"
"My Name Is Vendetta","Remo Girone"
"Troll","Mads Sjøgård Pettersen"
"Emancipation","Will Smith"
"Emancipation","Ben Foster"
"Emancipation","Mustafa Shakir"
"Emancipation","Ronnie Gene Blevins"
"Emancipation","Jayson Warner Smith"
"Savage Salvation","Jack Huston"
"Savage Salvation","Robert De Niro"
"Savage Salvation","John Malkovich"
"Savage Salvation","Willa Fitzgerald"
"Savage Salvation","Swen Temmel"
"Savage Salvation","Dale Dickey"
"The First Slam Dunk","Subaru Kimura"
"The First Slam Dunk","Kenta Miyake"
"The First Slam Dunk","Ryota Iwasaki"
"The First Slam Dunk","Maaya Sakamoto"
"The First Slam Dunk","Chikahiro Kobayashi"
"The Boss Baby: Christmas Bonus","JP Karliak"
"The Boss Baby: Christmas Bonus","Jodi Benson"
"The Boss Baby: Christmas Bonus","Alex Cazares"
"Puss in Boots: The Last Wish","Antonio Banderas"
"Puss in Boots: The Last Wish","Salma Hayek Pinault"
"Puss in Boots: The Last Wish","Harvey Guillén"
"Puss in Boots: The Last Wish","Wagner Moura"
"Puss in Boots: The Last Wish","Florence Pugh"
"Puss in Boots: The Last Wish","Olivia Colman"
"Puss in Boots: The Last Wish","Ray Winstone"
"Puss in Boots: The Last Wish","John Mulaney"
"Puss in Boots: The Last Wish","Da'Vine Joy Randolph"
"The Whale","Brendan Fraser"
"The Whale","Ty Simpkins"
"The Whale","Hong Chau"
"The Whale","Samantha Morton"
"Night at the Museum: Kahmunrah Rises Again","Thomas Lennon"
"Night at the Museum: Kahmunrah Rises Again","Steve Zahn"
"Night at the Museum: Kahmunrah Rises Again","Jack Whitehall"
"Night at the Museum: Kahmunrah Rises Again","Jamie Demetriou"
"Night at the Museum: Kahmunrah Rises Again","Zachary Levi"
"Avatar: The Way of Water","Sam Worthington"
"Avatar: The Way of Water","Zoe Saldaña"
"Avatar: The Way of Water","Sigourney Weaver"
"Avatar: The Way of Water","Stephen Lang"
"Avatar: The Way of Water","Kate Winslet"
"Avatar: The Way of Water","Cliff Curtis"
"Avatar: The Way of Water","Joel David Moore"
"Avatar: The Way of Water","CCH Pounder"
"Avatar: The Way of Water","Edie Falco"
"Avatar: The Way of Water","Jemaine Clement"
"Mon héroïne","Pascale Arbillot"
"Mon héroïne","Brigitte Fossey"
"A Frozen Rooster","Marcelo Barcelo"
"Adrenaline","Louis Mandylor"
"Adrenaline","Costas Mandylor"
"The Amazing Maurice","Hugh Laurie"
"The Amazing Maurice","Emilia Clarke"
"The Amazing Maurice","David Thewlis"
"The Amazing Maurice","Gemma Arterton"
"The Amazing Maurice","Hugh Bonneville"
"The Amazing Maurice","David Tennant"
"High Heat","Olga Kurylenko"
"High Heat","Don Johnson"
"High Heat","Chris Diamantopoulos"
"High Heat","Page Falkinburg Jr."
"High Heat","Dylan Flashner"
"Kaguya-sama: Love Is War -The First Kiss That Never Ends-","Makoto Furukawa"
"Kaguya-sama: Love Is War -The First Kiss That Never Ends-","Aoi Koga"
"Kaguya-sama: Love Is War -The First Kiss That Never Ends-","Konomi Kohara"
"Kaguya-sama: Love Is War -The First Kiss That Never Ends-","Rina Hidaka"
"Kaguya-sama: Love Is War -The First Kiss That Never Ends-","Taku Yashiro"
"Babylon","Brad Pitt"
"Babylon","Margot Robbie"
"Babylon","Diego Calva"
"M3GAN","Violet McGraw"
"M3GAN","Ronny Chieng"
"Shotgun Wedding","Jennifer Lopez"
"Shotgun Wedding","Josh Duhamel"
"Shotgun Wedding","Jennifer Coolidge"
"Shotgun Wedding","Lenny Kravitz"
"Shotgun Wedding","Cheech Marin"
"Shotgun Wedding","Desmin Borges"
"Encanto at the Hollywood Bowl","Stephanie Beatriz"
"Encanto at the Hollywood Bowl","Carolina Gaitán"
"Encanto at the Hollywood Bowl","Jessica Darrow"
"Encanto at the Hollywood Bowl","Diane Guerrero"
"Encanto at the Hollywood Bowl","Mauro Castillo"
"Encanto at the Hollywood Bowl","Angie Cepeda"
"A Man Called Otto","Tom Hanks"
"A Man Called Otto","Kailey Hyman"
"A Man Called Otto","Mike Birbiglia"
"Operation Fortune: Ruse de Guerre","Jason Statham"
"Operation Fortune: Ruse de Guerre","Aubrey Plaza"
"Operation Fortune: Ruse de Guerre","Josh Hartnett"
"Operation Fortune: Ruse de Guerre","Hugh Grant"
"Operation Fortune: Ruse de Guerre","Cary Elwes"
"Operation Fortune: Ruse de Guerre","Eddie Marsan"
"Mummies","Aleix Estadella"
"Detective Conan: The Story of Ai Haibara: Black Iron Mystery Train","Minami Takayama"
"Detective Conan: The Story of Ai Haibara: Black Iron Mystery Train","Megumi Hayashibara"
"Detective Conan: The Story of Ai Haibara: Black Iron Mystery Train","Kenichi Ogata"
"Detective Conan: The Story of Ai Haibara: Black Iron Mystery Train","Yukitoshi Hori"
"Detective Conan: The Story of Ai Haibara: Black Iron Mystery Train","Wakana Yamazaki"
"Detective Conan: The Story of Ai Haibara: Black Iron Mystery Train","Rikiya Koyama"
"Detective Conan: The Story of Ai Haibara: Black Iron Mystery Train","Toru Furuya"
"Detective Conan: The Story of Ai Haibara: Black Iron Mystery Train","Fumihiko Tachiki"
"Detective Conan: The Story of Ai Haibara: Black Iron Mystery Train","Mami Koyama"
"Detective Conan: The Story of Ai Haibara: Black Iron Mystery Train","Shuichi Ikeda"
"Plane","Gerard Butler"
"Plane","Mike Colter"
"Plane","Tony Goldwyn"
"Plane","Yoson An"
"SpongeBob SquarePants Presents The Tidal Zone","Tom Kenny"
"SpongeBob SquarePants Presents The Tidal Zone","Bill Fagerbakke"
"SpongeBob SquarePants Presents The Tidal Zone","Rodger Bumpass"
"SpongeBob SquarePants Presents The Tidal Zone","Clancy Brown"
"SpongeBob SquarePants Presents The Tidal Zone","Mr. Lawrence"
"SpongeBob SquarePants Presents The Tidal Zone","Jill Talley"
"SpongeBob SquarePants Presents The Tidal Zone","Carolyn Lawrence"
"SpongeBob SquarePants Presents The Tidal Zone","Lori Alan"
"SpongeBob SquarePants Presents The Tidal Zone","Thomas F. Wilson"
"SpongeBob SquarePants Presents The Tidal Zone","Cree Summer"
"The Devil Conspiracy","Peter Mensah"
"The Devil Conspiracy","Joe Anderson"
"The Devil Conspiracy","Spencer Wilding"
"The Devil Conspiracy","James Faulkner"
"Sakra","Donnie Yen"
"Sakra","Kara Wai Ying-Hung"
"Sakra","Ray Lui"
"What! The Heist","Jaspers Lai"
"Aliens Abducted My Parents and Now I Feel Kinda Left Out","Emma Tremblay"
"Aliens Abducted My Parents and Now I Feel Kinda Left Out","Will Forte"
"Aliens Abducted My Parents and Now I Feel Kinda Left Out","Elizabeth Mitchell"
"The Wandering Earth II","Wu Jing"
"The Wandering Earth II","Li Xuejian"
"Lupin The 3rd vs. Cat’s Eye","Akio Otsuka"
"Lupin The 3rd vs. Cat’s Eye","Miyuki Sawashiro"
"Lupin The 3rd vs. Cat’s Eye","Daisuke Namikawa"
"Lupin The 3rd vs. Cat’s Eye","Koichi Yamadera"
"Lupin The 3rd vs. Cat’s Eye","Keiko Toda"
"Operation Napoleon","Ólafur Darri Ólafsson"
"Operation Napoleon","Jaymes Butler"
"Operation Napoleon","Sabine Crossen"
"Unhappily Ever After","Adrián Uribe"
"Unhappily Ever After","Paly Duval"
"Left Behind: Rise of the Antichrist","Kevin Sorbo"
"Left Behind: Rise of the Antichrist","Neal McDonough"
"Left Behind: Rise of the Antichrist","Corbin Bernsen"
"Sisu","Aksel Hennie"
"Infinity Pool","Alexander Skarsgård"
"Infinity Pool","Mia Goth"
"Infinity Pool","Cleopatra Coleman"
"Infinity Pool","Amanda Brugel"
"Infinity Pool","John Ralston"
"Infinity Pool","Thomas Kretschmann"
"Gold Kingdom and Water Kingdom","Minami Hamabe"
"Gold Kingdom and Water Kingdom","Hiroshi Kamiya"
"Gold Kingdom and Water Kingdom","Miyuki Sawashiro"
"Gold Kingdom and Water Kingdom","Subaru Kimura"
"Gold Kingdom and Water Kingdom","Keiko Toda"
"Gold Kingdom and Water Kingdom","Chafurin"
"Gold Kingdom and Water Kingdom","Masaki Terasoma"
"Knock at the Cabin","Dave Bautista"
"Knock at the Cabin","Jonathan Groff"
"Knock at the Cabin","Nikki Amuka-Bird"
"Knock at the Cabin","Rupert Grint"
"Asterix & Obelix: The Middle Kingdom","Guillaume Canet"
"Asterix & Obelix: The Middle Kingdom","Gilles Lellouche"
"Asterix & Obelix: The Middle Kingdom","Vincent Cassel"
"Asterix & Obelix: The Middle Kingdom","Jonathan Cohen"
"Asterix & Obelix: The Middle Kingdom","Marion Cotillard"
"Asterix & Obelix: The Middle Kingdom","Ramzy Bedia"
"Rock Dog 3: Battle the Beat","Andrew Francis"
"Rock Dog 3: Battle the Beat","Eddie Izzard"
"Rock Dog 3: Battle the Beat","Diana Kaarina"
"Rock Dog 3: Battle the Beat","Chiara Zanni"
"Rock Dog 3: Battle the Beat","Nicole Oliver"
"Rock Dog 3: Battle the Beat","Doron Bell"
"Legion of Super-Heroes","Harry Shum Jr."
"Legion of Super-Heroes","Jensen Ackles"
"Legion of Super-Heroes","Matt Bomer"
"Legion of Super-Heroes","Darren Criss"
"Legion of Super-Heroes","Darin De Paul"
"Magic Mike's Last Dance","Channing Tatum"
"Magic Mike's Last Dance","Salma Hayek Pinault"
"Magic Mike's Last Dance","Suzanne Bertish"
"Heaven in Hell","Simone Susinna"
"My First Barbie: Happy DreamDay","Lisa Fuson"
"My First Barbie: Happy DreamDay","Natalie Lashkari"
"My First Barbie: Happy DreamDay","America Young"
"Ant-Man and the Wasp: Quantumania","Paul Rudd"
"Ant-Man and the Wasp: Quantumania","Evangeline Lilly"
"Ant-Man and the Wasp: Quantumania","Jonathan Majors"
"Ant-Man and the Wasp: Quantumania","Michelle Pfeiffer"
"Ant-Man and the Wasp: Quantumania","Michael Douglas"
"Ant-Man and the Wasp: Quantumania","Corey Stoll"
"Ant-Man and the Wasp: Quantumania","Bill Murray"
"Ant-Man and the Wasp: Quantumania","William Jackson Harper"
"Ant-Man and the Wasp: Quantumania","David Dastmalchian"
"Sasaki and Miyano: Graduation","Soma Saito"
"Sasaki and Miyano: Graduation","Yoshitsugu Matsuoka"
"Sasaki and Miyano: Graduation","Yuki Ono"
"Sasaki and Miyano: Graduation","Nobunaga Shimazaki"
"Blue Giant","Yuki Yamada"
"Cocaine Bear","Keri Russell"
"Cocaine Bear","Alden Ehrenreich"
"Cocaine Bear","Ray Liotta"
"Cocaine Bear","Isiah Whitlock Jr."
"Cocaine Bear","Christian Convery"
"Cocaine Bear","Margo Martindale"
"Cocaine Bear","Kristofer Hivju"
"Die Hart","Kevin Hart"
"Die Hart","John Travolta"
"Die Hart","Nathalie Emmanuel"
"Die Hart","Jean Reno"
"Die Hart","Josh Hartnett"
"Katak: The Brave Beluga","Ludivine Reding"
"Creed III","Michael B. Jordan"
"Creed III","Tessa Thompson"
"Creed III","Jonathan Majors"
"Creed III","Phylicia Rashād"
"Creed III","Wood Harris"
"Creed III","Florian Munteanu"
"Creed III","Selenis Leyva"
"65","Adam Driver"
"65","Ariana Greenblatt"
"65","Chloe Coleman"
"The Park","Billy Slaughter"
"A Little White Lie","Michael Shannon"
"A Little White Lie","Kate Hudson"
"A Little White Lie","Don Johnson"
"A Little White Lie","Da'Vine Joy Randolph"
"A Little White Lie","Mark Boone Junior"
"A Little White Lie","M. Emmet Walsh"
"A Little White Lie","Jimmi Simpson"
"Doraemon: Nobita's Sky Utopia","Wasabi Mizuta"
"Doraemon: Nobita's Sky Utopia","Megumi Oohara"
"Doraemon: Nobita's Sky Utopia","Yumi Kakazu"
"Doraemon: Nobita's Sky Utopia","Subaru Kimura"
"Doraemon: Nobita's Sky Utopia","Tomokazu Seki"
"Doraemon: Nobita's Sky Utopia","Inori Minase"
"Sayen","Rallén Montenegro"
"Sayen","Enrique Arce"
"Sayen","Loreto Aravena"
"Sayen","Camilo Arancibia"
"Barbie: Skipper and the Big Babysitting Adventure","America Young"
"Barbie: Skipper and the Big Babysitting Adventure","Alex Cazares"
"Barbie: Skipper and the Big Babysitting Adventure","Natalie Lashkari"
"Barbie: Skipper and the Big Babysitting Adventure","Lisa Fuson"
"Let Her Kill You","Jeanne Balibar"
"Scream VI","Melissa Barrera"
"Scream VI","Jenna Ortega"
"Scream VI","Jasmin Savoy Brown"
"Scream VI","Mason Gooding"
"Scream VI","Jack Champion"
"Scream VI","Roger L. Jackson"
"Scream VI","Liana Liberato"
"Scream VI","Dermot Mulroney"
"The Ritual Killer","Morgan Freeman"
"The Ritual Killer","Cole Hauser"
"The Ritual Killer","Peter Stormare"
"The Ritual Killer","Giuseppe Zeno"
"Batman: The Doom That Came to Gotham","Patrick Fabian"
"Batman: The Doom That Came to Gotham","John DiMaggio"
"Batman: The Doom That Came to Gotham","Navid Negahban"
"Batman: The Doom That Came to Gotham","Darin De Paul"
"Batman: The Doom That Came to Gotham","Christopher Gorham"
"Batman: The Doom That Came to Gotham","David Dastmalchian"
"The Magician's Elephant","Noah Jupe"
"The Magician's Elephant","Mandy Patinkin"
"The Magician's Elephant","Brian Tyree Henry"
"The Magician's Elephant","Natasia Demetriou"
"The Magician's Elephant","Benedict Wong"
"The Magician's Elephant","Miranda Richardson"
"The Magician's Elephant","Kirby Howell-Baptiste"
"The Magician's Elephant","Aasif Mandvi"
"Appendage","Brandon Mychal Smith"
"Appendage","Desmin Borges"
"Flamin' Hot","Jesse Garcia"
"Flamin' Hot","Emilio Rivera"
"Flamin' Hot","Dennis Haysbert"
"Flamin' Hot","Tony Shalhoub"
"Flamin' Hot","Pepe Serna"
"Flamin' Hot","Bobby Soto"
"Flamin' Hot","Matt Walsh"
"If You Were the Last","Anthony Mackie"
"If You Were the Last","Natalie Morales"
"If You Were the Last","Missi Pyle"
"If You Were the Last","Sarah Voigt"
"If You Were the Last","Jason Bayle"
"Shazam! Fury of the Gods","Zachary Levi"
"Shazam! Fury of the Gods","Jack Dylan Grazer"
"Shazam! Fury of the Gods","Adam Brody"
"Shazam! Fury of the Gods","Ross Butler"
"Shazam! Fury of the Gods","D.J. Cotrona"
"Shazam! Fury of the Gods","Grace Caroline Currey"
"Shazam! Fury of the Gods","Meagan Good"
"Shazam! Fury of the Gods","Lucy Liu"
"Awareness","Óscar Jaenada"
"Shin Kamen Rider","Minami Hamabe"
"Shin Kamen Rider","Tasuku Emoto"
"Shin Kamen Rider","Moriyama Mirai"
"Shin Kamen Rider","Kanata Hongo"
"Shin Kamen Rider","Masami Nagasawa"
"Shin Kamen Rider","Tori Matsuzaka"
"Last Sentinel","Kate Bosworth"
"Last Sentinel","Thomas Kretschmann"
"Linoleum","Jim Gaffigan"
"Linoleum","Michael Ian Black"
"Linoleum","Tony Shalhoub"
"We Lost Our Human","Ben Schwartz"
"We Lost Our Human","Ayo Edebiri"
"We Lost Our Human","Lucas Grabeel"
"We Lost Our Human","Henry Rollins"
"John Wick: Chapter 4","Keanu Reeves"
"John Wick: Chapter 4","Donnie Yen"
"John Wick: Chapter 4","Bill Skarsgård"
"John Wick: Chapter 4","Ian McShane"
"John Wick: Chapter 4","Laurence Fishburne"
"John Wick: Chapter 4","Lance Reddick"
"John Wick: Chapter 4","Clancy Brown"
"John Wick: Chapter 4","Hiroyuki Sanada"
"John Wick: Chapter 4","Scott Adkins"
"Dungeons & Dragons: Honor Among Thieves","Chris Pine"
"Dungeons & Dragons: Honor Among Thieves","Michelle Rodriguez"
"Dungeons & Dragons: Honor Among Thieves","Hugh Grant"
"Dungeons & Dragons: Honor Among Thieves","Regé-Jean Page"
"Dungeons & Dragons: Honor Among Thieves","Chloe Coleman"
"Dungeons & Dragons: Honor Among Thieves","Daisy Head"
"Dungeons & Dragons: Honor Among Thieves","Spencer Wilding"
"Gridman Universe","Hikaru Midorikawa"
"Gridman Universe","Soma Saito"
"Gridman Universe","Junya Enoki"
"Gridman Universe","Chika Anzai"
"Gridman Universe","Katsuyuki Konishi"
"Murder Mystery 2","Adam Sandler"
"Murder Mystery 2","Jennifer Aniston"
"Murder Mystery 2","Mark Strong"
"Murder Mystery 2","Mélanie Laurent"
"Murder Mystery 2","John Kani"
"Murder Mystery 2","Adeel Akhtar"
"Murder Mystery 2","Enrique Arce"
"Are You There God? It's Me, Margaret.","Rachel McAdams"
"Are You There God? It's Me, Margaret.","Kathy Bates"
"Are You There God? It's Me, Margaret.","Elle Graham"
"Are You There God? It's Me, Margaret.","Amari Alexis Price"
"Are You There God? It's Me, Margaret.","Katherine Mallen Kupferer"
"Are You There God? It's Me, Margaret.","Kate MacCluggage"
"Are You There God? It's Me, Margaret.","Aidan Wojtak-Hissong"
"Are You There God? It's Me, Margaret.","Landon S. Baxter"
"Simulant","Robbie Amell"
"Simulant","Jordana Brewster"
"Simulant","Simu Liu"
"Simulant","Sam Worthington"
"Assassin","Bruce Willis"
"Assassin","Mustafa Shakir"
"Assassin","Dominic Purcell"
"Assassin","Fernanda Andrade"
"Space Oddity","Kyle Allen"
"Space Oddity","Kevin Bacon"
"Space Oddity","Simon Helberg"
"Space Oddity","Christopher Jackson"
"Space Oddity","Alfre Woodard"
"The Klutzy Witch: Fūka and the Dark Witch","Mutsumi Tamura"
"The Klutzy Witch: Fūka and the Dark Witch","Kensho Ono"
"The Klutzy Witch: Fūka and the Dark Witch","Ayane Sakura"
"The Klutzy Witch: Fūka and the Dark Witch","Yoko Hikasa"
"The Klutzy Witch: Fūka and the Dark Witch","Jun Fukuyama"
"The Klutzy Witch: Fūka and the Dark Witch","Katsuyuki Konishi"
"Fist of the Condor","Marko Zaror"
"Fist of the Condor","Eyal Meyer"
"Fist of the Condor","Fernanda Urrejola"
"Beautiful Disaster","Dylan Sprouse"
"Beautiful Disaster","Virginia Gardner"
"Beautiful Disaster","Rob Estes"
"Beautiful Disaster","Samuel Larsen"
"The Super Mario Bros. Movie","Chris Pratt"
"The Super Mario Bros. Movie","Anya Taylor-Joy"
"The Super Mario Bros. Movie","Charlie Day"
"The Super Mario Bros. Movie","Jack Black"
"The Super Mario Bros. Movie","Keegan-Michael Key"
"The Super Mario Bros. Movie","Seth Rogen"
"The Super Mario Bros. Movie","Fred Armisen"
"The Super Mario Bros. Movie","Sebastian Maniscalco"
"The Super Mario Bros. Movie","Charles Martinet"
"The Super Mario Bros. Movie","Kevin Michael Richardson"
"The Pope's Exorcist","Russell Crowe"
"The Pope's Exorcist","Daniel Zovatto"
"The Pope's Exorcist","Franco Nero"
"The Three Musketeers: D'Artagnan","François Civil"
"The Three Musketeers: D'Artagnan","Vincent Cassel"
"The Three Musketeers: D'Artagnan","Romain Duris"
"The Three Musketeers: D'Artagnan","Pio Marmaï"
"The Three Musketeers: D'Artagnan","Eva Green"
"Ride On","Jackie Chan"
"Ride On","Wu Jing"
"Ride On","Joey Yung"
"Ride On","Yu Rongguang"
"Ride On","Ray Lui"
"Renfield","Nicholas Hoult"
"Renfield","Nicolas Cage"
"Renfield","Awkwafina"
"Renfield","Ben Schwartz"
"Renfield","Shohreh Aghdashloo"
"Renfield","Adrian Martinez"
"Darkland: The Return","Dar Salim"
"Mafia Mamma","Toni Collette"
"Mafia Mamma","Monica Bellucci"
"Mafia Mamma","Giuseppe Zeno"
"Detective Conan: Black Iron Submarine","Minami Takayama"
"Detective Conan: Black Iron Submarine","Wakana Yamazaki"
"Detective Conan: Black Iron Submarine","Rikiya Koyama"
"Detective Conan: Black Iron Submarine","Megumi Hayashibara"
"Detective Conan: Black Iron Submarine","Shuichi Ikeda"
"Detective Conan: Black Iron Submarine","Kazuhiko Inoue"
"Detective Conan: Black Iron Submarine","Kenichi Ogata"
"Detective Conan: Black Iron Submarine","Yukimasa Kishino"
"Detective Conan: Black Iron Submarine","Yukitoshi Hori"
"The Last Kingdom: Seven Kings Must Die","Mark Rowley"
"The Last Kingdom: Seven Kings Must Die","James Northcote"
"Beau Is Afraid","Joaquin Phoenix"
"Beau Is Afraid","Patti LuPone"
"Beau Is Afraid","Amy Ryan"
"Beau Is Afraid","Nathan Lane"
